Rank	Score	ORPHA_ID	Disease_Name	Matched_Phenotype	Causative_Gene
2597	0.178707343662251	ORPHA:401805	hereditary spastic paraplegia 63	HP:0001257	AMPD2
2597	0.178707343662251	ORPHA:401810	hereditary spastic paraplegia 64	HP:0000718,HP:0000252	ENTPD1
2597	0.178707343662251	ORPHA:401849	hereditary spastic paraplegia 72	HP:0002064,HP:0001761	REEP2
2597	0.178707343662251	ORPHA:420485	dystonia 24	HP:0000473	ANO3
2597	0.178707343662251	ORPHA:51083	short QT syndrome	HP:0001279	CACNA2D1,KCNH2,KCNJ2,KCNQ1,SLC4A3
2597	0.178707343662251	ORPHA:67047	3-methylglutaconic aciduria type 3	HP:0001249,HP:0000505	OPA3,MICOS13
2597	0.178707343662251	ORPHA:69078	liposarcoma	HP:0003401,HP:0000077	
2597	0.178707343662251	ORPHA:757	pseudohypoaldosteronism type 2	HP:0003768,HP:0000164	
2597	0.178707343662251	ORPHA:86820	familial avascular necrosis of femoral head	HP:0007311,HP:0003366	COL2A1,TRPV4
2597	0.178707343662251	ORPHA:98806	torsion dystonia 6	HP:0000473	THAP1
2597	0.178707343662251	ORPHA:98960	Thiel-Behnke corneal dystrophy	HP:0000613,HP:0000483	TGFBI
2597	0.178707343662251	ORPHA:100069	semantic dementia	HP:0000726	CHMP2B,TMEM106B,TREM2,GRN,PSEN1,MAPT
2597	0.178707343662251	ORPHA:101108	spinocerebellar ataxia type 23	HP:0001260,HP:0000514	PDYN
2597	0.178707343662251	ORPHA:1149	arthrogryposis-like syndrome	HP:0001288,HP:0000889	FKBP10
2597	0.178707343662251	ORPHA:2398	multiple symmetric lipomatosis	HP:0001288,HP:0000855	MFN2
2597	0.178707343662251	ORPHA:2840	pelvic dysplasia-arthrogryposis of lower limbs syndrome	HP:0001288,HP:0000592	
2597	0.178707343662251	ORPHA:2891	pili torti-developmental delay-neurological abnormalities syndrome	HP:0001251	
2597	0.178707343662251	ORPHA:308	Unverricht-Lundborg syndrome	HP:0000726	CSTB,PRICKLE1,SCARB2
2597	0.178707343662251	ORPHA:31	oxoglutaricaciduria	HP:0001251,HP:0000238	OGDH
2597	0.178707343662251	ORPHA:401835	autosomal recessive spastic paraplegia type 70	HP:0001256,HP:0000100	MARS1
2597	0.178707343662251	ORPHA:401953	episodic ataxia type 8	HP:0001260,HP:0000639	
2597	0.178707343662251	ORPHA:441	pure autonomic failure	HP:0001279,HP:0000020	
2597	0.178707343662251	ORPHA:468726	severe primary trimethylaminuria	HP:0000712	FMO3
2597	0.178707343662251	ORPHA:6	3-methylcrotonyl-CoA carboxylase deficiency	HP:0001257,HP:0001252	MCCC2,MCCC1
2597	0.178707343662251	ORPHA:79094	grange syndrome	HP:0001328,HP:0000822	YY1AP1
2597	0.178707343662251	ORPHA:98962	granular corneal dystrophy type I	HP:0000613,HP:0000495	TGFBI
2597	0.178707343662251	ORPHA:99657	torsion dystonia 2	HP:0000473	HPCA
2597	0.178707343662251	ORPHA:99944	autosomal dominant Charcot-Marie-Tooth disease type 2K	HP:0000762	GDAP1
2597	0.178707343662251	ORPHA:1021	amaurosis-hypertrichosis syndrome	HP:0000613,HP:0000499	
2597	0.178707343662251	ORPHA:1067	aniridia-ptosis-intellectual disability-familial obesity syndrome	HP:0001249,HP:0000505	
2597	0.178707343662251	ORPHA:1261	Bonnemann-Meinecke-Reich syndrome	HP:0001256,HP:0000252	
2597	0.178707343662251	ORPHA:1277	brachydactyly-mesomelia-intellectual disability-heart defects syndrome	HP:0100543,HP:0000174	
2597	0.178707343662251	ORPHA:1538	craniosynostosis-Dandy-Walker malformation-hydrocephalus syndrome	HP:0001249,HP:0000238	
2597	0.178707343662251	ORPHA:156728	spondyloepimetaphyseal dysplasia, matrilin-3 type	HP:0002515,HP:0000767	MATN3
2597	0.178707343662251	ORPHA:163665	spondyloepiphyseal dysplasia tarda, Kohn type	HP:0001256,HP:0000926	
2597	0.178707343662251	ORPHA:178509	Perry syndrome	HP:0000716	DCTN1
2597	0.178707343662251	ORPHA:1885	isolated ectopia lentis	HP:0100543,HP:0000272	FBN1,ADAMTSL4
2597	0.178707343662251	ORPHA:209943	IRVAN syndrome	HP:0000613,HP:0000501	
2597	0.178707343662251	ORPHA:2290	microvillus inclusion disease	HP:0001263,HP:0000121	STX3,MYO5B
2597	0.178707343662251	ORPHA:293168	infantile-onset ascending hereditary spastic paralysis	HP:0001257,HP:0000496	ALS2
2597	0.178707343662251	ORPHA:3434	MMEP syndrome	HP:0001249,HP:0000028	
2597	0.178707343662251	ORPHA:36899	myoclonus-dystonia syndrome	HP:0000473	TOR1A,DRD2,SGCE,KCTD17
2597	0.178707343662251	ORPHA:398147	persistent idiopathic facial pain	HP:0000716,HP:0000271	
2597	0.178707343662251	ORPHA:401795	autosomal recessive spastic paraplegia type 59	HP:0001249,HP:0000639	USP8
2597	0.178707343662251	ORPHA:423296	spinocerebellar ataxia type 38	HP:0000708,HP:0000514	ELOVL5
2597	0.178707343662251	ORPHA:454718	Holmes-Adie syndrome	HP:0000613,HP:0000540	
2597	0.178707343662251	ORPHA:64752	hereditary sensory and autonomic neuropathy type 5	HP:0001256,HP:0000164	NGF,NTRK1
2597	0.178707343662251	ORPHA:79159	isobutyryl-CoA dehydrogenase deficiency	HP:0000750	ACAD8
2597	0.178707343662251	ORPHA:94122	Cayman type cerebellar ataxia	HP:0001260,HP:0000479	ATCAY
2597	0.178707343662251	ORPHA:98767	spinocerebellar ataxia type 11	HP:0001260,HP:0000666	TTBK2
2597	0.178707343662251	ORPHA:98957	gelatinous drop-like corneal dystrophy	HP:0000613	TACSTD2
2597	0.178707343662251	ORPHA:98969	macular corneal dystrophy	HP:0000613,HP:0000484	CHST6
2597	0.178707343662251	ORPHA:1174	cerebellar ataxia-ectodermal dysplasia syndrome	HP:0001251,HP:0000023	
2597	0.178707343662251	ORPHA:130	Brugada syndrome	HP:0001279	CACNA1C,CACNA2D1,CACNB2,SCN3B,PKP2,SEMA3A,HCN4,AKAP9,ABCC9,KCND3,KCNE3,KCNJ8,GPD1L,KCNE5,SCN10A,SCN1B,SCN2B,SCN5A,SCNN1A,RANGRF,TRPM4,SLMAP
2597	0.178707343662251	ORPHA:141291	cleft lip and alveolus	HP:0002015,HP:0000271	NECTIN1,IRF6,MSX1,TP63
2597	0.178707343662251	ORPHA:141333	Biemond syndrome type 2	HP:0001249,HP:0000044	
2597	0.178707343662251	ORPHA:16	blue cone monochromacy	HP:0000613,HP:0000505	OPN1MW,OPN1LW
2597	0.178707343662251	ORPHA:1779	dysmorphism-cleft palate-loose skin syndrome	HP:0001249,HP:0000098	
2597	0.178707343662251	ORPHA:199282	harlequin syndrome	HP:0012199,HP:0000616	
2597	0.178707343662251	ORPHA:2128	isolated hemihyperplasia	HP:0001256,HP:0000023	IGF2,H19,KCNQ1OT1
2597	0.178707343662251	ORPHA:2201	palmoplantar keratoderma-spastic paralysis syndrome	HP:0001257,HP:0000982	
2597	0.178707343662251	ORPHA:2521	microcephaly-cleft palate syndrome	HP:0001249,HP:0000175	
2597	0.178707343662251	ORPHA:280397	familial Alzheimer-like prion disease	HP:0000708	PRNP
2597	0.178707343662251	ORPHA:33208	idiopathic hypersomnia	HP:0000716	
2597	0.178707343662251	ORPHA:3366	isolated trigonocephaly	HP:0000750,HP:0000243	FGFR1,FREM1
2597	0.178707343662251	ORPHA:34516	autosomal dominant limb-girdle muscular dystrophy type 1D (DNAJB6)	HP:0001260	DNAJB6
2597	0.178707343662251	ORPHA:461	recessive X-linked ichthyosis	HP:0000717,HP:0000028	STS,FLG
2597	0.178707343662251	ORPHA:499096	isolated optic neuritis	HP:0002315,HP:0000572	
2597	0.178707343662251	ORPHA:641	multifocal motor neuropathy	HP:0001315	
2597	0.178707343662251	ORPHA:83452	complex regional pain syndrome	HP:0003474,HP:0000958	
2597	0.178707343662251	ORPHA:85287	syndromic X-linked intellectual disability Siderius type	HP:0001256,HP:0000028	PHF8
2597	0.178707343662251	ORPHA:85326	X-linked intellectual disability, Stoll type	HP:0001249,HP:0000272	
2597	0.178707343662251	ORPHA:85327	X-linked intellectual disability-acromegaly-hyperactivity syndrome	HP:0000718,HP:0000053	
2597	0.178707343662251	ORPHA:957	Acropectorovertebral dysplasia	HP:0001256,HP:0000175	
2597	0.178707343662251	ORPHA:98765	spinocerebellar ataxia type 4	HP:0001251	PLEKHG4
2597	0.178707343662251	ORPHA:98902	nemaline myopathy 5	HP:0001249,HP:0000768	TNNT1
2597	0.178707343662251	ORPHA:99736	acetazolamide-responsive myotonia	HP:0001288,HP:0000597	SCN4A
2597	0.178707343662251	ORPHA:99940	Charcot-Marie-Tooth disease axonal type 2F	HP:0001315	HSPB1
2597	0.178707343662251	ORPHA:101005	hereditary spastic paraplegia 25	HP:0001258,HP:0000519	
2597	0.178707343662251	ORPHA:101008	hereditary spastic paraplegia 28	HP:0001347	DDHD1
2597	0.178707343662251	ORPHA:119	autosomal recessive limb-girdle muscular dystrophy type 2E	HP:0000750	SGCB
2597	0.178707343662251	ORPHA:137935	laryngotracheal angioma	HP:0000750,HP:0000329	
2597	0.178707343662251	ORPHA:1437	ring chromosome 1	HP:0100543,HP:0000252	
2597	0.178707343662251	ORPHA:171622	hereditary spastic paraplegia 32	HP:0001256	
2597	0.178707343662251	ORPHA:178400	distal myopathy with anterior tibial onset	HP:0003438,HP:0000467	DYSF
2597	0.178707343662251	ORPHA:200	corpus callosum, agenesis of	HP:0000736	PAK3
2597	0.178707343662251	ORPHA:2057	blepharophimosis-ptosis-esotropia-syndactyly-short stature syndrome	HP:0000458,HP:0000179	
2597	0.178707343662251	ORPHA:2743	ophthalmoplegia-intellectual disability-lingua scrotalis syndrome	HP:0001249,HP:0000221	
2597	0.178707343662251	ORPHA:284271	autosomal recessive spinocerebellar ataxia 11	HP:0001249,HP:0000617	SYT14
2597	0.178707343662251	ORPHA:35706	glutaric acidemia type 3	HP:0001254,HP:0000960	SUGCT
2597	0.178707343662251	ORPHA:397725	neurodegeneration with brain iron accumulation 6	HP:0000722	COASY
2597	0.178707343662251	ORPHA:399096	Miyoshi muscular dystrophy 3	HP:0001288	ANO5
2597	0.178707343662251	ORPHA:401785	hereditary spastic paraplegia 62	HP:0001260	ERLIN1
2597	0.178707343662251	ORPHA:401840	autosomal recessive spastic paraplegia type 71	HP:0001256	ZFR
2597	0.178707343662251	ORPHA:422	pulmonary arterial hypertension	HP:0001279	SOX17,KDR,CAV1,TBX4,BMPR2,GDF2,SMAD9,ATP13A3,KCNK3
2597	0.178707343662251	ORPHA:481	Kennedy disease	HP:0001260,HP:0000029	AR
2597	0.178707343662251	ORPHA:494526	infantile-onset generalized dyskinesia with orofacial involvement	HP:0001260	PDE10A
2597	0.178707343662251	ORPHA:603	distal myopathy, Welander type	HP:0001288	TIA1,SQSTM1
2597	0.178707343662251	ORPHA:84142	Isaac syndrome	HP:0002353,HP:0000975	
2597	0.178707343662251	ORPHA:96190	paternal uniparental disomy of chromosome 5	HP:0001263,HP:0000075	
2597	0.178707343662251	ORPHA:98916	acute inflammatory demyelinating polyradiculoneuropathy	HP:0001265	PMP22
2597	0.178707343662251	ORPHA:1514	craniodigital syndrome-intellectual disability syndrome	HP:0001249,HP:0000248	
2597	0.178707343662251	ORPHA:1627	deletion 5q35	HP:0001270,HP:0000239	NKX2-5,NSD1
2597	0.178707343662251	ORPHA:163690	hypotonia-cystinuria syndrome	HP:0002591,HP:0000268	SLC3A1,PREPL
2597	0.178707343662251	ORPHA:168624	familial scaphocephaly syndrome, McGillivray type	HP:0001256,HP:0000218	FGFR2
2597	0.178707343662251	ORPHA:1875	congenital muscular dystrophy-infantile cataract-hypogonadism syndrome	HP:0001288,HP:0000135	
2597	0.178707343662251	ORPHA:238722	familial congenital mirror movements	HP:0001256,HP:0000044	RAD51,DCC,DNAL4,NTN1
2597	0.178707343662251	ORPHA:261102	distal 7q11.23 microduplication syndrome	HP:0000729,HP:0000028	
2597	0.178707343662251	ORPHA:2672	encephalopathy, recurrent, of childhood	HP:0000708	
2597	0.178707343662251	ORPHA:2898	X-linked intellectual disability-plagiocephaly syndrome	HP:0000750,HP:0000248	
2597	0.178707343662251	ORPHA:320396	hereditary spastic paraplegia 45	HP:0001249,HP:0000545	NT5C2
2597	0.178707343662251	ORPHA:320411	hereditary spastic paraplegia 56	HP:0001249	CYP2U1
2597	0.178707343662251	ORPHA:3454	Wieacker-Wolff syndrome	HP:0000657,HP:0000486	ZC4H2
2597	0.178707343662251	ORPHA:363741	colobomatous microphthalmia - obesity - hypogenitalism - intellectual disability syndrome	HP:0001249,HP:0000028	
2597	0.178707343662251	ORPHA:401815	autosomal recessive spastic paraplegia type 66	HP:0001249	ARSI
2597	0.178707343662251	ORPHA:401901	Huntington disease-like syndrome due to C9ORF72 expansions	HP:0000709	
2597	0.178707343662251	ORPHA:423275	spinocerebellar ataxia type 40	HP:0001260,HP:0000511	CCDC88C
2597	0.178707343662251	ORPHA:431329	hereditary spastic paraplegia 57	HP:0001257,HP:0000648	TFG
2597	0.178707343662251	ORPHA:521390	spastic paraplegia, intellectual disability, nystagmus, and obesity	HP:0001249,HP:0000490	KIDINS220
2597	0.178707343662251	ORPHA:54	X-linked recessive ocular albinism	HP:0000613,HP:0000483	GPR143,AP3D1
2597	0.178707343662251	ORPHA:573	monilethrix	HP:0001249,HP:0000164	KRT81,KRT83,KRT86,DSG4
2597	0.178707343662251	ORPHA:62	autosomal recessive limb-girdle muscular dystrophy type 2D	HP:0002515,HP:0001771	SGCA
2597	0.178707343662251	ORPHA:620102	non-syndromic unicoronal craniosynostosis	HP:0000473,HP:0000290	
2597	0.178707343662251	ORPHA:832	succinyl-CoA:3-ketoacid CoA transferase deficiency	HP:0001254,HP:0001252	OXCT1
2597	0.178707343662251	ORPHA:98807	torsion dystonia 13	HP:0000473	
2597	0.178707343662251	ORPHA:99852	ravine syndrome	HP:0001251,HP:0000496	
2597	0.178707343662251	ORPHA:101010	hereditary spastic paraplegia 30	HP:0001251,HP:0000570	KIF1A
2597	0.178707343662251	ORPHA:1129	arachnodactyly-abnormal ossification-intellectual disability syndrome	HP:0001249,HP:0000270	
2597	0.178707343662251	ORPHA:1581	non-distal monosomy 10q	HP:0001251,HP:0000286	
2597	0.178707343662251	ORPHA:184	cherubism	HP:0002870,HP:0000164	SH3BP2
2597	0.178707343662251	ORPHA:1872	cone-rod dystrophy	HP:0000613,HP:0000505	UBAP1L,NMNAT1,PRPH2,RAX2,CACNA1F,GUCA1A,SEMA4A,CRX,PROM1,CFAP418,PITPNM3,RAB28,GUCY2D,RPGRIP1,ADAM9,DRAM2,CFAP410,OPN1MW,RPGR,CNGA3,POC1B,ABCA4,OPN1LW,CDHR1,ATF6,TTLL5,RIMS1,AIPL1,MFSD8,UNC119,CACNA2D4,TLCD3B
2597	0.178707343662251	ORPHA:210571	dystonia 16	HP:0000473	PRKRA
2597	0.178707343662251	ORPHA:2181	hydrocephaly-tall stature-joint laxity syndrome	HP:0001288,HP:0000098	
2597	0.178707343662251	ORPHA:2199	epidermolytic palmoplantar keratoderma, 1	HP:0010829,HP:0000962	KRT9,KRT1,KRT16
2597	0.178707343662251	ORPHA:2233	hypogonadism-mitral valve prolapse-intellectual disability syndrome	HP:0001256,HP:0000035	
2597	0.178707343662251	ORPHA:2349	muscular pseudohypertrophy-hypothyroidism syndrome	HP:0001288,HP:0000158	
2597	0.178707343662251	ORPHA:247604	juvenile primary lateral sclerosis	HP:0001257,HP:0000014	ALS2,ERLIN2
2597	0.178707343662251	ORPHA:2528	microcephaly-microcornea syndrome, Seemanova type	HP:0002191,HP:0000135	
2597	0.178707343662251	ORPHA:2560	Moebius syndrome-axonal neuropathy-hypogonadotropic hypogonadism syndrome	HP:0002342,HP:0000044	
2597	0.178707343662251	ORPHA:263494	DPM3-congenital disorder of glycosylation	HP:0001315	DPM3
2597	0.178707343662251	ORPHA:280333	autosomal recessive limb-girdle muscular dystrophy type 2P	HP:0001256	DAG1
2597	0.178707343662251	ORPHA:2835	pectus excavatum-macrocephaly-dysplastic nails syndrome	HP:0001263,HP:0000256	
2597	0.178707343662251	ORPHA:2928	polyneuropathy-intellectual disability-acromicria-premature menopause syndrome	HP:0000762,HP:0000221	
2597	0.178707343662251	ORPHA:324588	dyskinesia with orofacial involvement, autosomal dominant	HP:0000317	ADCY5
2597	0.178707343662251	ORPHA:329475	spastic paraplegia-Paget disease of bone syndrome	HP:0001258	VCP
2597	0.178707343662251	ORPHA:401820	autosomal recessive spastic paraplegia type 67	HP:0001256	PGAP1
2597	0.178707343662251	ORPHA:614	Thomsen and Becker disease	HP:0002015	CLCN1
2597	0.178707343662251	ORPHA:79230	hemochromatosis type 2	HP:0001254,HP:0000135	HJV,HAMP
2597	0.178707343662251	ORPHA:79435	oculocutaneous albinism type 4	HP:0000613	SLC45A2
2597	0.178707343662251	ORPHA:85170	mesomelic dysplasia, Savarirayan type	HP:0001249	
2597	0.178707343662251	ORPHA:85274	syndromic X-linked intellectual disability 7	HP:0001249,HP:0000028	
2597	0.178707343662251	ORPHA:90058	spinal cord injury	HP:0001257,HP:0000016	
2597	0.178707343662251	ORPHA:95720	thyroid hypoplasia	HP:0001263,HP:0000158	PAX8,SLC26A4,TSHR
2597	0.178707343662251	ORPHA:96186	maternal uniparental disomy of chromosome 20	HP:0001263,HP:0000325	
2597	0.178707343662251	ORPHA:98763	spinocerebellar ataxia type 14	HP:0001260,HP:0000640	PRKCG
2597	0.178707343662251	ORPHA:98773	spinocerebellar ataxia type 21	HP:0000708,HP:0000639	TMEM240
2597	0.178707343662251	ORPHA:98810	paroxysmal nonkinesigenic dyskinesia	HP:0000473,HP:0000211	PRRT2,PNKD
2597	0.178707343662251	ORPHA:98896	Duchenne muscular dystrophy	HP:0000750	LTBP4,DMD
2597	0.178707343662251	ORPHA:99819	familial gestational hyperthyroidism	HP:0000713,HP:0000520	TSHR
2597	0.178707343662251	ORPHA:100998	hereditary spastic paraplegia 17	HP:0001347,HP:0001171	BSCL2
2597	0.178707343662251	ORPHA:1064	aniridia-renal agenesis-psychomotor retardation syndrome	HP:0011342,HP:0000122	
2597	0.178707343662251	ORPHA:1184	ataxia-photosensitivity-short stature syndrome	HP:0001251,HP:0000164	
2597	0.178707343662251	ORPHA:139536	neuronopathy, distal hereditary motor, type 5	HP:0001347	REEP1,GARS1,BSCL2
2597	0.178707343662251	ORPHA:1816	Leukomelanoderma-infantilism-intellectual disability-hypodontia-hypotrichosis syndrome	HP:0001249,HP:0000047	
2597	0.178707343662251	ORPHA:1955	spinocerebellar ataxia type 34	HP:0001260,HP:0000324	ELOVL4
2597	0.178707343662251	ORPHA:2183	hydrocephalus-obesity-hypogonadism syndrome	HP:0001256,HP:0000027	
2597	0.178707343662251	ORPHA:2386	leukoencephalopathy-palmoplantar keratoderma syndrome	HP:0000726	
2597	0.178707343662251	ORPHA:2477	megalencephaly	HP:0001249,HP:0000040	TBC1D7
2597	0.178707343662251	ORPHA:254343	spastic ataxia 4	HP:0000712,HP:0000182	MTPAP
2597	0.178707343662251	ORPHA:289483	syndromic X-linked intellectual disability 17	HP:0000718,HP:0000384	
2597	0.178707343662251	ORPHA:314978	X-linked non progressive cerebellar ataxia	HP:0001249,HP:0000486	ATP2B3
2597	0.178707343662251	ORPHA:3156	Senior-Loken syndrome	HP:0001251,HP:0000090	SDCCAG8,WDR19,CEP290,CEP164,NPHP3,NPHP4,IQCB1,TRAF3IP1,INVS,NPHP1
2597	0.178707343662251	ORPHA:320380	hereditary spastic paraplegia 54	HP:0001249,HP:0000218	DDHD2
2597	0.178707343662251	ORPHA:3403	Uhl anomaly	HP:0001279	
2597	0.178707343662251	ORPHA:352479	autosomal recessive limb-girdle muscular dystrophy type 2U	HP:0002505,HP:0000158	CRPPA
2597	0.178707343662251	ORPHA:399086	Finnish upper limb-onset distal myopathy	HP:0001288,HP:0001171	HNRNPA1
2597	0.178707343662251	ORPHA:459056	hereditary spastic paraplegia 75	HP:0001249,HP:0000483	MAG
2597	0.178707343662251	ORPHA:648919	idiopathic catatonia	HP:0000713,HP:0000273	
2597	0.178707343662251	ORPHA:715	glycogen storage disease IXd	HP:0001265	PHKG1,PHKA1
2597	0.178707343662251	ORPHA:73273	growth delay due to insulin-like growth factor I resistance	HP:0001249,HP:0000232	IGF1R
2597	0.178707343662251	ORPHA:827	Stargardt disease	HP:0000649,HP:0000493	CNGB3,PRPH2,PROM1,ELOVL4,ABCA4
2597	0.178707343662251	ORPHA:95706	posterior hypospadias	HP:0000716,HP:0000028	MAMLD1,AR
2597	0.178707343662251	ORPHA:98895	Becker muscular dystrophy	HP:0001288	DMD
2597	0.178707343662251	ORPHA:168593	sudden infant death-dysgenesis of the testes syndrome	HP:0001265,HP:0000028	TSPYL1
2597	0.178707343662251	ORPHA:221091	trigeminal neuralgia	HP:0000716,HP:0000183	
2597	0.178707343662251	ORPHA:2485	melorheostosis	HP:0006824,HP:0000924	
2597	0.178707343662251	ORPHA:2501	metaphyseal chondrodysplasia, Spahr type	HP:0001288,HP:0000164	MMP13
2597	0.178707343662251	ORPHA:2670	Pierson syndrome	HP:0001263,HP:0000083	LAMB2
2597	0.178707343662251	ORPHA:2942	postpoliomyelitis syndrome	HP:0001260	
2597	0.178707343662251	ORPHA:300751	dilated cardiomyopathy 1A	HP:0001279	LMNA
2597	0.178707343662251	ORPHA:306669	hemiparkinsonism-hemiatrophy syndrome	HP:0000716	
2597	0.178707343662251	ORPHA:320	apparent mineralocorticoid excess	HP:0001959,HP:0000083	HSD11B2
2597	0.178707343662251	ORPHA:320360	maternally-inherited spastic paraplegia	HP:0001288,HP:0000648	ATP6
2597	0.178707343662251	ORPHA:320370	hereditary spastic paraplegia 43	HP:0001257	
2597	0.178707343662251	ORPHA:3207	white matter hypoplasia-corpus callosum agenesis-intellectual disability syndrome	HP:0001249,HP:0000252	
2597	0.178707343662251	ORPHA:34515	autosomal recessive limb-girdle muscular dystrophy type 2I	HP:0001270	FKRP
2597	0.178707343662251	ORPHA:353253	burning mouth syndrome	HP:0000223,HP:0000168	
2597	0.178707343662251	ORPHA:399081	KLHL9-related early-onset distal myopathy	HP:0001288	KLHL9
2597	0.178707343662251	ORPHA:420492	dystonia 23	HP:0000473	CIZ1
2597	0.178707343662251	ORPHA:424	familial hyperthyroidism due to mutations in TSH receptor	HP:0000713	TSHR
2597	0.178707343662251	ORPHA:488594	autosomal recessive spastic paraplegia type 76	HP:0001251,HP:0000009	CAPN1
2597	0.178707343662251	ORPHA:663	maternally-inherited progressive external ophthalmoplegia	HP:0000716,HP:0000508	
2597	0.178707343662251	ORPHA:79100	atrophoderma vermiculata	HP:0000708,HP:0000290	LRP1
2597	0.178707343662251	ORPHA:98805	torsion dystonia 4	HP:0000473,HP:0000182	TUBB4A
2597	0.178707343662251	ORPHA:98890	optic atrophy 2	HP:0000712,HP:0000529	
2597	0.178707343662251	ORPHA:98964	lattice corneal dystrophy type I	HP:0000613,HP:0000481	TGFBI
2597	0.178707343662251	ORPHA:101011	hereditary spastic paraplegia 31	HP:0001260	REEP1
2597	0.178707343662251	ORPHA:1267	botulism	HP:0001260,HP:0000016	
2597	0.178707343662251	ORPHA:171706	thyroid hormone metabolism, abnormal 1	HP:0000736,HP:0000508	SECISBP2
2597	0.178707343662251	ORPHA:1747	mosaic trisomy 7	HP:0011342,HP:0000023	
2597	0.178707343662251	ORPHA:1762	syndromic X-linked intellectual disability Lubs type	HP:0001263,HP:0000028	MECP2
2597	0.178707343662251	ORPHA:178345	aromatase excess syndrome	HP:0001620,HP:0000026	CYP19A1
2597	0.178707343662251	ORPHA:1803	thoracomelic dysplasia	HP:0001288,HP:0000311	
2597	0.178707343662251	ORPHA:276193	spinocerebellar ataxia type 35	HP:0000473,HP:0000467	TGM6
2597	0.178707343662251	ORPHA:2764	osteochondritis dissecans	HP:0001288,HP:0000938	
2597	0.178707343662251	ORPHA:279947	postorgasmic illness syndrome	HP:0000613,HP:0000217	
2597	0.178707343662251	ORPHA:284332	infantile-onset autosomal recessive nonprogressive cerebellar ataxia	HP:0000750	
2597	0.178707343662251	ORPHA:314632	parkinsonism due to ATP13A2 deficiency	HP:0000716	ATP13A2
2597	0.178707343662251	ORPHA:356	Gerstmann-Straussler-Scheinker syndrome	HP:0000726	PRNP
2597	0.178707343662251	ORPHA:397951	microcephaly-thin corpus callosum-intellectual disability syndrome	HP:0001249,HP:0000238	TAF2
2597	0.178707343662251	ORPHA:488650	distal myopathy, Tateyama type	HP:0001284,HP:0000467	CAV3
2597	0.178707343662251	ORPHA:566	congenital microcoria	HP:0000613,HP:0000483	
2597	0.178707343662251	ORPHA:75858	MORM syndrome	HP:0000613,HP:0000054	INPP5E
2597	0.178707343662251	ORPHA:79445	pseudopseudohypoparathyroidism	HP:0000750,HP:0000311	GNAS
2597	0.178707343662251	ORPHA:968	acromesomelic dysplasia 2C, Hunter-Thompson type	HP:0002167,HP:0001156	GDF5
2597	0.178707343662251	ORPHA:98909	myofibrillar myopathy 1	HP:0001288	DES
2597	0.178707343662251	ORPHA:98934	Huntington disease-like 2	HP:0000708	JPH3
2597	0.178707343662251	ORPHA:101001	mast syndrome	HP:0000726	SPG21
2597	0.178707343662251	ORPHA:1295	brachytelephalangy-dysmorphism-Kallmann syndrome	HP:0000458,HP:0000044	
2597	0.178707343662251	ORPHA:1553	Curry-Jones syndrome	HP:0001249,HP:0000316	SMO
2597	0.178707343662251	ORPHA:2058	Fryns Smeets Thiry syndrome	HP:0001249,HP:0000154	
2597	0.178707343662251	ORPHA:2234	male hypergonadotropic hypogonadism-intellectual disability-skeletal anomalies syndrome	HP:0000708,HP:0000046	
2597	0.178707343662251	ORPHA:247815	autosomal recessive ataxia due to PEX10 deficiency	HP:0000657	PEX10
2597	0.178707343662251	ORPHA:2500	acrogeria	HP:0001249,HP:0000347	COL3A1
2597	0.178707343662251	ORPHA:257	epidermolysis bullosa simplex 5B, with muscular dystrophy	HP:0002300,HP:0000508	PLEC
2597	0.178707343662251	ORPHA:261243	16p13.11 microduplication syndrome	HP:0000717,HP:0000268	
2597	0.178707343662251	ORPHA:261483	Xq27.3q28 duplication syndrome	HP:0001256,HP:0000028	FMR1
2597	0.178707343662251	ORPHA:280921	idiopathic panuveitis	HP:0000613,HP:0000504	
2597	0.178707343662251	ORPHA:306511	hereditary spastic paraplegia 48	HP:0001249,HP:0000020	AP5Z1
2597	0.178707343662251	ORPHA:3201	ventricular extrasystoles with syncopal episodes-perodactyly-robin sequence syndrome	HP:0001249,HP:0000162	
2597	0.178707343662251	ORPHA:324581	benign Samaritan congenital myopathy	HP:0001254,HP:0000160	RYR1
2597	0.178707343662251	ORPHA:3268	radioulnar synostosis-microcephaly-scoliosis syndrome	HP:0001249,HP:0000164	
2597	0.178707343662251	ORPHA:427	familial hypoaldosteronism	HP:0001254,HP:0000127	CYP11B2
2597	0.178707343662251	ORPHA:468661	hereditary spastic paraplegia 74	HP:0001288,HP:0000505	IBA57
2597	0.178707343662251	ORPHA:60039	pudendal neuralgia	HP:0001311,HP:0000989	
2597	0.178707343662251	ORPHA:609	tibial muscular dystrophy	HP:0001288	TTN
2597	0.178707343662251	ORPHA:631	isolated congenital growth hormone deficiency	HP:0001620,HP:0000295	
2597	0.178707343662251	ORPHA:684	paramyotonia congenita of Von Eulenburg	HP:0002015,HP:0001319	SCN4A
2597	0.178707343662251	ORPHA:98758	spinocerebellar ataxia type 6	HP:0000643,HP:0000504	CACNA1A
2597	0.178707343662251	ORPHA:98759	spinocerebellar ataxia type 17	HP:0000473	TBP
2597	0.178707343662251	ORPHA:98772	spinocerebellar ataxia type 19/22	HP:0001251,HP:0000020	KCND3
